State,Offence,Year,Case,Population,,
South Australia,Sexual assault,2015,1590,1705937,,
South Australia,Sexual assault,2016,1521,1719580,,
South Australia,Sexual assault,2017,1584,1735654,,
South Australia,Sexual assault,2018,1611,1755715,,
South Australia,Sexual assault,2019,1550,1778928,,
South Australia,Sexual assault,2020,1625,1794514,,
South Australia,Sexual assault,2021,1783,1807839,,
South Australia,Sexual assault,2022,1816,1840187,,
South Australia,Sexual assault,2023,2014,1870937,,
South Australia,Sexual assault,2024,1958,1891270,,
Tasmania,Homicide and related offences,1995,14,475148,,
Tasmania,Homicide and related offences,1996,61,475529,,
Tasmania,Homicide and related offences,1997,11,474215,,
Tasmania,Homicide and related offences,1998,17,473450,,
Tasmania,Homicide and related offences,1999,7,473294,,
Tasmania,Homicide and related offences,2000,15,473200,,
Tasmania,Homicide and related offences,2001,20,473890,,
Tasmania,Homicide and related offences,2002,9,475998,,
Tasmania,Homicide and related offences,2003,12,481411,,
Tasmania,Homicide and related offences,2004,13,484778,,
Tasmania,Homicide and related offences,2005,14,488098,,
Tasmania,Homicide and related offences,2006,7,491515,,
Tasmania,Homicide and related offences,2007,11,495858,,
Tasmania,Homicide and related offences,2008,3,501774,,
Tasmania,Homicide and related offences,2009,12,506461,,
Tasmania,Homicide and related offences,2010,6,510219,,
Tasmania,Homicide and related offences,2011,11,511739,,
Tasmania,Homicide and related offences,2012,10,511813,,
Tasmania,Homicide and related offences,2013,13,513015,,
Tasmania,Homicide and related offences,2014,12,514040,,
Tasmania,Homicide and related offences,2015,8,515694,,
Tasmania,Homicide and related offences,2016,12,521981,,
Tasmania,Homicide and related offences,2017,5,531561,,
Tasmania,Homicide and related offences,2018,7,542927,,
Tasmania,Homicide and related offences,2019,7,553340,,
Tasmania,Homicide and related offences,2020,3,561881,,
Tasmania,Homicide and related offences,2021,11,569609,,
Tasmania,Homicide and related offences,2022,12,573343,,
Tasmania,Homicide and related offences,2023,14,574214,,
Tasmania,Homicide and related offences,2024,10,575481,,
Tasmania,Kidnapping/abduction,1995,0,475148,,
Tasmania,Kidnapping/abduction,1996,4,475529,,
Tasmania,Kidnapping/abduction,1997,3,474215,,
Tasmania,Kidnapping/abduction,1998,12,473450,,
Tasmania,Kidnapping/abduction,1999,0,473294,,
Tasmania,Kidnapping/abduction,2000,10,473200,,
Tasmania,Kidnapping/abduction,2001,14,473890,,
Tasmania,Kidnapping/abduction,2002,11,475998,,
Tasmania,Kidnapping/abduction,2003,3,481411,,
Tasmania,Kidnapping/abduction,2004,9,484778,,
Tasmania,Kidnapping/abduction,2005,6,488098,,
Tasmania,Kidnapping/abduction,2006,5,491515,,
Tasmania,Kidnapping/abduction,2007,3,495858,,
Tasmania,Kidnapping/abduction,2008,0,501774,,
Tasmania,Kidnapping/abduction,2009,3,506461,,
Tasmania,Kidnapping/abduction,2010,0,510219,,
Tasmania,Kidnapping/abduction,2011,0,511739,,
Tasmania,Kidnapping/abduction,2012,5,511813,,
Tasmania,Kidnapping/abduction,2013,0,513015,,
Tasmania,Kidnapping/abduction,2014,0,514040,,
Tasmania,Kidnapping/abduction,2015,0,515694,,
Tasmania,Kidnapping/abduction,2016,0,521981,,
Tasmania,Kidnapping/abduction,2017,0,531561,,
Tasmania,Kidnapping/abduction,2018,0,542927,,
Tasmania,Kidnapping/abduction,2019,3,553340,,
Tasmania,Kidnapping/abduction,2020,0,561881,,
Tasmania,Kidnapping/abduction,2021,0,569609,,
Tasmania,Kidnapping/abduction,2022,3,573343,,
Tasmania,Kidnapping/abduction,2023,3,574214,,
Tasmania,Kidnapping/abduction,2024,10,575481,,
Tasmania,Robbery,1995,129,475148,,
Tasmania,Robbery,1996,146,475529,,
Tasmania,Robbery,1997,146,474215,,
Tasmania,Robbery,1998,189,473450,,
Tasmania,Robbery,1999,185,473294,,
Tasmania,Robbery,2000,172,473200,,
Tasmania,Robbery,2001,189,473890,,
Tasmania,Robbery,2002,137,475998,,
Tasmania,Robbery,2003,136,481411,,
Tasmania,Robbery,2004,122,484778,,
Tasmania,Robbery,2005,123,488098,,
Tasmania,Robbery,2006,181,491515,,
Tasmania,Robbery,2007,177,495858,,
Tasmania,Robbery,2008,116,501774,,
Tasmania,Robbery,2009,142,506461,,
Tasmania,Robbery,2010,150,510219,,
Tasmania,Robbery,2011,112,511739,,
Tasmania,Robbery,2012,139,511813,,
Tasmania,Robbery,2013,120,513015,,
Tasmania,Robbery,2014,82,514040,,
Tasmania,Robbery,2015,97,515694,,
Tasmania,Robbery,2016,87,521981,,
Tasmania,Robbery,2017,88,531561,,
Tasmania,Robbery,2018,102,542927,,
Tasmania,Robbery,2019,121,553340,,
Tasmania,Robbery,2020,97,561881,,
Tasmania,Robbery,2021,121,569609,,
Tasmania,Robbery,2022,207,573343,,
Tasmania,Robbery,2023,265,574214,,
Tasmania,Robbery,2024,275,575481,,
Tasmania,Assault,1995,2041,475148,,
Tasmania,Assault,1996,2219,475529,,
Tasmania,Assault,1997,1980,474215,,
Tasmania,Assault,1998,2234,473450,,
Tasmania,Assault,1999,2566,473294,,
Tasmania,Assault,2000,2720,473200,,
Tasmania,Assault,2001,3485,473890,,
Tasmania,Assault,2002,3647,475998,,
Tasmania,Assault,2003,3767,481411,,
Tasmania,Assault,2004,3974,484778,,
Tasmania,Assault,2005,4550,488098,,
Tasmania,Assault,2006,4120,491515,,
Tasmania,Assault,2007,4061,495858,,
Tasmania,Assault,2008,3735,501774,,
Tasmania,Assault,2009,3533,506461,,
Tasmania,Assault,2010,np,510219,,
Tasmania,Assault,2011,np,511739,,
Tasmania,Assault,2012,np,511813,,
Tasmania,Assault,2013,np,513015,,
Tasmania,Assault,2014,2754,514040,,
Tasmania,Assault,2015,2932,515694,,
Tasmania,Assault,2016,2944,521981,,
Tasmania,Assault,2017,3193,531561,,
Tasmania,Assault,2018,3256,542927,,
Tasmania,Assault,2019,3365,553340,,
Tasmania,Assault,2020,3419,561881,,
Tasmania,Assault,2021,3573,569609,,
Tasmania,Assault,2022,3782,573343,,
Tasmania,Assault,2023,4096,574214,,
Tasmania,Assault,2024,4412,575481,,
Tasmania,Sexual assault,1995,162,475148,,
Tasmania,Sexual assault,1996,163,475529,,
Tasmania,Sexual assault,1997,199,474215,,
Tasmania,Sexual assault,1998,215,473450,,
Tasmania,Sexual assault,1999,195,473294,,
Tasmania,Sexual assault,2000,191,473200,,
Tasmania,Sexual assault,2001,207,473890,,
Tasmania,Sexual assault,2002,251,475998,,
Tasmania,Sexual assault,2003,276,481411,,
Tasmania,Sexual assault,2004,294,484778,,
Tasmania,Sexual assault,2005,266,488098,,
Tasmania,Sexual assault,2006,298,491515,,
Tasmania,Sexual assault,2007,252,495858,,
Tasmania,Sexual assault,2008,197,501774,,
Tasmania,Sexual assault,2009,142,506461,,
Tasmania,Sexual assault,2010,177,510219,,
Tasmania,Sexual assault,2011,148,511739,,
Tasmania,Sexual assault,2012,123,511813,,
Tasmania,Sexual assault,2013,187,513015,,
Tasmania,Sexual assault,2014,227,514040,,
Tasmania,Sexual assault,2015,186,515694,,
Tasmania,Sexual assault,2016,213,521981,,
Tasmania,Sexual assault,2017,213,531561,,
Tasmania,Sexual assault,2018,199,542927,,
Tasmania,Sexual assault,2019,211,553340,,
Tasmania,Sexual assault,2020,307,561881,,
Tasmania,Sexual assault,2021,493,569609,,
Tasmania,Sexual assault,2022,576,573343,,
Tasmania,Sexual assault,2023,597,574214,,
Tasmania,Sexual assault,2024,567,575481,,
Northern Territory,Homicide and related offences,1995,26,182829,,
Northern Territory,Homicide and related offences,1996,28,187342,,
Northern Territory,Homicide and related offences,1997,16,191259,,
Northern Territory,Homicide and related offences,1998,20,194390,,
Northern Territory,Homicide and related offences,1999,17,197757,,
Northern Territory,Homicide and related offences,2000,27,200045,,
Northern Territory,Homicide and related offences,2001,22,201751,,
Northern Territory,Homicide and related offences,2002,33,201549,,
Northern Territory,Homicide and related offences,2003,18,201708,,
Northern Territory,Homicide and related offences,2004,28,203857,,
Northern Territory,Homicide and related offences,2005,28,207385,,
Northern Territory,Homicide and related offences,2006,23,211029,,
Northern Territory,Homicide and related offences,2007,23,216618,,
Northern Territory,Homicide and related offences,2008,27,222526,,
Northern Territory,Homicide and related offences,2009,16,227783,,
Northern Territory,Homicide and related offences,2010,27,230299,,
Northern Territory,Homicide and related offences,2011,13,232952,,
Northern Territory,Homicide and related offences,2012,21,238728,,
Northern Territory,Homicide and related offences,2013,25,242304,,
Northern Territory,Homicide and related offences,2014,13,242753,,
Northern Territory,Homicide and related offences,2015,16,244090,,
Northern Territory,Homicide and related offences,2016,8,246065,,
Northern Territory,Homicide and related offences,2017,8,246862,,
Northern Territory,Homicide and related offences,2018,9,245920,,
Northern Territory,Homicide and related offences,2019,11,246213,,
Northern Territory,Homicide and related offences,2020,12,247819,,
Northern Territory,Homicide and related offences,2021,13,250500,,
Northern Territory,Homicide and related offences,2022,15,255294,,
Northern Territory,Homicide and related offences,2023,11,259143,,
Northern Territory,Homicide and related offences,2024,9,262254,,
Northern Territory,Kidnapping/abduction,1995,5,182829,,
Northern Territory,Kidnapping/abduction,1996,0,187342,,
Northern Territory,Kidnapping/abduction,1997,0,191259,,
Northern Territory,Kidnapping/abduction,1998,0,194390,,
Northern Territory,Kidnapping/abduction,1999,0,197757,,
Northern Territory,Kidnapping/abduction,2000,0,200045,,
Northern Territory,Kidnapping/abduction,2001,3,201751,,
Northern Territory,Kidnapping/abduction,2002,3,201549,,
Northern Territory,Kidnapping/abduction,2003,0,201708,,
Northern Territory,Kidnapping/abduction,2004,7,203857,,
Northern Territory,Kidnapping/abduction,2005,0,207385,,
Northern Territory,Kidnapping/abduction,2006,8,211029,,
Northern Territory,Kidnapping/abduction,2007,0,216618,,
Northern Territory,Kidnapping/abduction,2008,4,222526,,
Northern Territory,Kidnapping/abduction,2009,4,227783,,
Northern Territory,Kidnapping/abduction,2010,0,230299,,
Northern Territory,Kidnapping/abduction,2011,3,232952,,
Northern Territory,Kidnapping/abduction,2012,0,238728,,
Northern Territory,Kidnapping/abduction,2013,0,242304,,
Northern Territory,Kidnapping/abduction,2014,0,242753,,
Northern Territory,Kidnapping/abduction,2015,5,244090,,
Northern Territory,Kidnapping/abduction,2016,0,246065,,
Northern Territory,Kidnapping/abduction,2017,0,246862,,
Northern Territory,Kidnapping/abduction,2018,0,245920,,
Northern Territory,Kidnapping/abduction,2019,0,246213,,
Northern Territory,Kidnapping/abduction,2020,0,247819,,
Northern Territory,Kidnapping/abduction,2021,0,250500,,
Northern Territory,Kidnapping/abduction,2022,5,255294,,
Northern Territory,Kidnapping/abduction,2023,0,259143,,
Northern Territory,Kidnapping/abduction,2024,9,262254,,
Northern Territory,Robbery,1995,84,182829,,
Northern Territory,Robbery,1996,107,187342,,
Northern Territory,Robbery,1997,72,191259,,
Northern Territory,Robbery,1998,84,194390,,
Northern Territory,Robbery,1999,88,197757,,
Northern Territory,Robbery,2000,66,200045,,
Northern Territory,Robbery,2001,72,201751,,
Northern Territory,Robbery,2002,97,201549,,
Northern Territory,Robbery,2003,80,201708,,
Northern Territory,Robbery,2004,59,203857,,
Northern Territory,Robbery,2005,71,207385,,
Northern Territory,Robbery,2006,127,211029,,
Northern Territory,Robbery,2007,110,216618,,
Northern Territory,Robbery,2008,112,222526,,
Northern Territory,Robbery,2009,122,227783,,
Northern Territory,Robbery,2010,96,230299,,
Northern Territory,Robbery,2011,109,232952,,
Northern Territory,Robbery,2012,110,238728,,
Northern Territory,Robbery,2013,96,242304,,
Northern Territory,Robbery,2014,115,242753,,
Northern Territory,Robbery,2015,130,244090,,
Northern Territory,Robbery,2016,100,246065,,
Northern Territory,Robbery,2017,101,246862,,
Northern Territory,Robbery,2018,131,245920,,
Northern Territory,Robbery,2019,147,246213,,
Northern Territory,Robbery,2020,170,247819,,
Northern Territory,Robbery,2021,223,250500,,
Northern Territory,Robbery,2022,308,255294,,
Northern Territory,Robbery,2023,442,259143,,
Northern Territory,Robbery,2024,517,262254,,
Northern Territory,Assault,1995,2473,182829,,
Northern Territory,Assault,1996,2628,187342,,
Northern Territory,Assault,1997,2576,191259,,
Northern Territory,Assault,1998,2503,194390,,
Northern Territory,Assault,1999,2567,197757,,
Northern Territory,Assault,2000,2938,200045,,
Northern Territory,Assault,2001,2950,201751,,
Northern Territory,Assault,2002,3428,201549,,
Northern Territory,Assault,2003,3708,201708,,
Northern Territory,Assault,2004,3384,203857,,
Northern Territory,Assault,2005,3979,207385,,
Northern Territory,Assault,2006,4348,211029,,
Northern Territory,Assault,2007,5161,216618,,
Northern Territory,Assault,2008,5262,222526,,
Northern Territory,Assault,2009,6488,227783,,
Northern Territory,Assault,2010,6883,230299,,
Northern Territory,Assault,2011,6749,232952,,
Northern Territory,Assault,2012,7111,238728,,
Northern Territory,Assault,2013,7967,242304,,
Northern Territory,Assault,2014,7251,242753,,
Northern Territory,Assault,2015,6987,244090,,
Northern Territory,Assault,2016,6832,246065,,
Northern Territory,Assault,2017,7715,246862,,
Northern Territory,Assault,2018,7365,245920,,
Northern Territory,Assault,2019,6730,246213,,
Northern Territory,Assault,2020,8200,247819,,
Northern Territory,Assault,2021,9054,250500,,
Northern Territory,Assault,2022,10427,255294,,
Northern Territory,Assault,2023,11902,259143,,
Northern Territory,Assault,2024,11694,262254,,
Northern Territory,Sexual assault,1995,266,182829,,
Northern Territory,Sexual assault,1996,280,187342,,
Northern Territory,Sexual assault,1997,269,191259,,
Northern Territory,Sexual assault,1998,233,194390,,
Northern Territory,Sexual assault,1999,164,197757,,
Northern Territory,Sexual assault,2000,219,200045,,
Northern Territory,Sexual assault,2001,288,201751,,
Northern Territory,Sexual assault,2002,331,201549,,
Northern Territory,Sexual assault,2003,325,201708,,
Northern Territory,Sexual assault,2004,338,203857,,
Northern Territory,Sexual assault,2005,309,207385,,
Northern Territory,Sexual assault,2006,322,211029,,
Northern Territory,Sexual assault,2007,337,216618,,
Northern Territory,Sexual assault,2008,374,222526,,
Northern Territory,Sexual assault,2009,404,227783,,
Northern Territory,Sexual assault,2010,328,230299,,
Northern Territory,Sexual assault,2011,315,232952,,
Northern Territory,Sexual assault,2012,325,238728,,
Northern Territory,Sexual assault,2013,366,242304,,
Northern Territory,Sexual assault,2014,401,242753,,
Northern Territory,Sexual assault,2015,401,244090,,
Northern Territory,Sexual assault,2016,378,246065,,
Northern Territory,Sexual assault,2017,426,246862,,
Northern Territory,Sexual assault,2018,360,245920,,
Northern Territory,Sexual assault,2019,354,246213,,
Northern Territory,Sexual assault,2020,370,247819,,
Northern Territory,Sexual assault,2021,355,250500,,
Northern Territory,Sexual assault,2022,362,255294,,
Northern Territory,Sexual assault,2023,472,259143,,
Northern Territory,Sexual assault,2024,516,262254,,
Australian Capital Territory,Homicide and related offences,1995,5,307022,,
Australian Capital Territory,Homicide and related offences,1996,3,310655,,
